con_legis_num,legislation_number,congress_session,title,cosponsors,bill,gov_track,dc_ratio_aggregate,ratio_binary,manual_coding,URL,canonical_id,in_filter,legislation_id,matched_keywords
102_s.1435,s.1435,102,International Security and Economic Cooperation Act of 1991,0.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/102nd-congress/senate-bill/1435?q=%7B%22search%22%3A%22International+Security+and+Economic+Cooperation+Act+of+1991%22%7D&s=9&r=68,102_s.1435,True,102_s.1435,china|chinese
102_s.1469,s.1469,102,Chinese Democracy and Human Rights Act of 1991,1.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/102nd-congress/senate-bill/1469?q=%7B%22search%22%3A%22Chinese+Democracy+and+Human+Rights+Right+Act+of+1991%22%7D&s=2&r=10,102_s.1469,True,102_s.1469,china|chinese|people's republic of china
102_s.1731,s.1731,102,United States-Hong Kong Policy Act of 1992,29.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/102nd-congress/senate-bill/1731?q=%7B%22search%22%3A%22United+States-Hong+Kong+Policy+Act+of+1992%22%7D&s=4&r=7,102_s.1731,True,102_s.1731,china|chinese
102_s.1890,s.1890,102,Forced Labor Products Investigation Act,0.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/102nd-congress/senate-bill/1890?q=%7B%22search%22%3A%22Forced+Labor+Products+Product+Investigation+Act%22%7D&s=1&r=8,102_s.1890,True,102_s.1890,china|chinese
102_s.2177,s.2177,102,A bill to request from certain countries information concerning American servicemen and civilians missing in Southeast Asia during the Vietnam conflict and to require the heads of Federal departments and agencies to disclose to Congress,1.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/102nd-congress/senate-bill/2177?s=6&r=1214,102_s.2177,True,102_s.2177,china
102_s.2190,s.2190,102,Trade Enforcement Act of 1992,0.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/102nd-congress/senate-bill/2190?s=5&r=1,102_s.2190,True,102_s.2190,china
102_s.2197,s.2197,102,Cuban Democracy Act of 1992,9.0,1.0,1.0,,Unavailable,0,https://www.congress.gov/bill/102nd-congress/senate-bill/2197?s=6&r=1194,102_s.2197,True,102_s.2197,china
102_s.2519,s.2519,102,"A bill to provide authority to regulate exports, to improve the efficiency of export regulation, and to minimize interference with the ability to engage in commerce",0.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/102nd-congress/senate-bill/2519?q=%7B%22search%22%3A%22S.+2519%22%7D&s=9&r=1,102_s.2519,True,102_s.2519,china
102_s.2808,s.2808,102,United States-China Act of 1992,20.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/102nd-congress/senate-bill/2808?q=%7B%22search%22%3A%22United+States-China+Act+of+1992%22%7D&s=7&r=4,102_s.2808,True,102_s.2808,china|chinese|people's republic of china
102_s.2985,s.2985,102,Radio Free Asia Act of 1992,17.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/102nd-congress/senate-bill/2985?q=%7B%22search%22%3A%22S.+2985%22%7D&s=4&r=1,102_s.2985,True,102_s.2985,china
102_s.320,s.320,102,Omnibus Export Amendments Act of 1991,15.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/102nd-congress/senate-bill/320?q=%7B%22search%22%3A%22Omnibus+Omnibu+Export+Amendments+Amendment+Act+of+1991%22%7D,102_s.320,True,102_s.320,china|chinese
102_s.3384,s.3384,102,International Population Stabilization and Reproductive Choice Act of 1992,1.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/102nd-congress/senate-bill/3384?q=%7B%22search%22%3A%22International+Population+Stabilization+and+Reproductive+Choice+Act+of+1992%22%7D&s=5&r=1,102_s.3384,True,102_s.3384,china
102_s.38,s.38,102,A bill to deny the People s Republic of China most-favored-nation trade treatment.,1.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/102nd-congress/senate-bill/38?q=%7B%22search%22%3A%22A+bill+to+deny+the+People%E2%80%99s+Republic+of+China+most-favored-nation+trade+treatment.%22%7D&r=3&s=10,102_s.38,True,102_s.38,china|chinese|people's republic of china
102_s.amdt.1797,s.amdt.1797,102,Telephone Privacy Act of 1991,0.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/102nd-congress/senate-amendment/1797?s=6&r=1646,,False,,
102_s.amdt.2985,s.amdt.2985,102,United States-China Act of 1992,1.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/102nd-congress/senate-amendment/2985?s=6&r=458,,False,,
102_s.amdt.802,s.amdt.802,102,United States-China Act of 1991,0.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/102nd-congress/senate-amendment/802?s=6&r=2641,,False,,
102_s.amdt.803,s.amdt.803,102,United States-China Act of 1991,0.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/102nd-congress/senate-amendment/803?s=6&r=2640,,False,,
102_s.amdt.804,s.amdt.804,102,United States-China Act of 1991,1.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/102nd-congress/senate-amendment/804?s=6&r=2639,,False,,
102_s.amdt.805,s.amdt.805,102,United States-China Act of 1991,0.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/102nd-congress/senate-amendment/805?s=6&r=2638,,False,,
102_s.amdt.810,s.amdt.810,102,International Security and Economic Cooperation Act of 1991,2.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/102nd-congress/senate-amendment/810?s=6&r=2633,,False,,
102_s.amdt.811,s.amdt.811,102,International Security and Economic Cooperation Act of 1991,1.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/102nd-congress/senate-amendment/811?s=6&r=2632,,False,,
102_s.amdt.844,s.amdt.844,102,International Security and Economic Cooperation Act of 1991,6.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/102nd-congress/senate-amendment/844?s=6&r=2599,,False,,
102_s.amdt.897,s.amdt.897,102,"Foreign Relations Authorization Act, Fiscal Years 1992 and 1993",0.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/102nd-congress/senate-amendment/897?s=6&r=2546,,False,,
102_s.amdt.898,s.amdt.898,102,"Foreign Relations Authorization Act, Fiscal Years 1992 and 1993",0.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/102nd-congress/senate-amendment/898?s=6&r=2545,,False,,
102_s.con.res.107,s.con.res.107,102,"A concurrent resolution condemning the involvement of the military regime in Burma, also known as the Union of Myanmar, in the ongoing, horrifying abuses of human rights, the trafficking of illicit drugs, and the mass buildup of m",4.0,0.0,1.0,,Unavailable,1,https://www.congress.gov/bill/102nd-congress/senate-concurrent-resolution/107?s=10&r=37,102_s.con.res.107,True,102_s.con.res.107,china
102_s.con.res.136,s.con.res.136,102,A concurrent resolution expressing the sense of the Congress in support of Taiwan's membership in the United Nations and other international organizations.,0.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/102nd-congress/senate-concurrent-resolution/136?s=6&r=8,102_s.con.res.136,False,,
102_s.con.res.19,s.con.res.19,102,A concurrent resolution condemning the People s Republic of China s continuing violation of universal human rights principles.,17.0,0.0,1.0,,Unavailable,1,https://www.congress.gov/bill/102nd-congress/senate-concurrent-resolution/19?s=10&r=125,102_s.con.res.19,True,102_s.con.res.19,china|chinese|people's republic of china
102_s.con.res.41,s.con.res.41,102,"A concurrent resolution to express the sense of the Congress that Tibet, including those areas incorporated into the Chinese provinces of Sichuan, Yunnan, Gansu, and Qinghai that have historically been a part of Tibet, is an occupi",16.0,0.0,1.0,,Unavailable,1,https://www.congress.gov/bill/102nd-congress/senate-concurrent-resolution/41?s=10&r=103,102_s.con.res.41,True,102_s.con.res.41,china|chinese
102_s.con.res.82,s.con.res.82,102,A concurrent resolution urging greater progress toward democratization in Hong Kong.,3.0,0.0,1.0,,Unavailable,1,https://www.congress.gov/bill/102nd-congress/senate-concurrent-resolution/82?s=10&r=62,102_s.con.res.82,True,102_s.con.res.82,china|prc|people's republic of china
102_s.con.res.91,s.con.res.91,102,"A concurrent resolution expressing the Sense of Congress that the Commission on Broadcasting to the People s Republic of China should be appointed expeditiously, and make its recommendations and propose a plan to the Administration",4.0,0.0,1.0,,Unavailable,1,https://www.congress.gov/bill/102nd-congress/senate-concurrent-resolution/91?s=10&r=53,102_s.con.res.91,True,102_s.con.res.91,china|people's republic of china
102_s.j.res.153,s.j.res.153,102, A joint resolution disapproving the recommendation of the President to extend nondiscriminatory treatment (most-favored-nation treatment) to the products of the People's Republic of China.,0.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/102nd-congress/senate-joint-resolution/153?s=6&r=194,102_s.j.res.153,True,102_s.j.res.153,china|people's republic of china
102_s.res.107,s.res.107,102,A resolution expressing the sense of the Senate concerning freedom and human rights for Tibet.,0.0,0.0,1.0,,Unavailable,1,https://www.congress.gov/bill/102nd-congress/senate-resolution/107?s=3&r=260,102_s.res.107,True,102_s.res.107,china|people's republic of china
102_s.res.178,s.res.178,102,A resolution expressing the sense of the Senate on Chinese political prisoners and Chinese prisons.,31.0,0.0,1.0,,Unavailable,1,https://www.congress.gov/bill/102nd-congress/senate-resolution/178?s=3&r=189,102_s.res.178,True,102_s.res.178,china|chinese|people's republic of china|beijing
102_s.res.211,s.res.211,102,A resolution expressing the sense of the Senate regarding human rights abuses in China against writers and journalists.,7.0,0.0,1.0,,Unavailable,1,https://www.congress.gov/bill/102nd-congress/senate-resolution/211?s=3&r=156,102_s.res.211,True,102_s.res.211,china|chinese|people's republic of china
102_s.res.234,s.res.234,102,A resolution expressing the sense of the Senate on the sale of 40 percent of McDonnell Douglas' commercial aircraft division to the Taiwan Aerospace Corporation.,16.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/102nd-congress/senate-resolution/234?s=6&r=133,102_s.res.234,False,,
102_s.res.271,s.res.271,102,A resolution relative to human rights in Tibet.,11.0,0.0,1.0,,Unavailable,1,https://www.congress.gov/bill/102nd-congress/senate-resolution/271?s=3&r=96,102_s.res.271,True,102_s.res.271,china|chinese|beijing
103_s.1034,s.1034,103,"A bill to provide that the President may not extend to the People s Republic of China renewal of nondiscriminatory (most-favored-nation) treatment beginning July 3, 1994, unless the President determines that the People s Republic of Chin",0.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/103rd-congress/senate-bill/1034?q=%7B%22search%22%3A%22China%22%7D&s=5&r=1,103_s.1034,True,103_s.1034,china|people's republic of china
103_s.1065,s.1065,103,A bill to deny the People s Republic of China most-favored-nation trade treatment.,0.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/103rd-congress/senate-bill/1065?q=%7B%22search%22%3A%22A+bill+to+deny+the+People%E2%80%99s+People%27s+People+People%E2%80%98s+Republic+of+China+most-favored-nation+trade+treatment.%22%7D&r=1&s=8,103_s.1065,True,103_s.1065,china|chinese|people's republic of china
103_s.1281,s.1281,103,"Foreign Relations Authorization Act, Fiscal Years 1994 and 1995",0.0,1.0,1.0,,Unavailable,0,https://www.congress.gov/bill/103rd-congress/senate-bill/2307?q=%7B%22search%22%3A%22Foreign+Relations+Relation+Authorization+Act%2C+Fiscal+Years+Year+1994+and+1995%22%7D&s=1&r=3,103_s.1281,True,103_s.1281,china|chinese|chinese communist party
103_s.1467,s.1467,103,Foreign Assistance Act of 1993,0.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/103rd-congress/senate-bill/1467?q=%7B%22search%22%3A%22Foreign+Assistance+Act+of+1993%22%7D&s=4&r=1,103_s.1467,True,103_s.1467,china
103_s.1838,s.1838,103,A bill to liberalize controls on the export of telecommunications equipment and technology in order to promote democracy and free communication and enhance economic competitiveness.,1.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/103rd-congress/senate-bill/1838?q=%7B%22search%22%3A%22A+bill+to+liberalize+controls+control+on+the+export+of+telecommunications+telecommunication+equipment+and+technology+in+order+promote+democracy+free+communication+enhance+economic+competitiveness.%22%7D&s=7&r=1,103_s.1838,True,103_s.1838,china
103_s.189,s.189,103,"A bill to prohibit the entry into the United States of items produced, grown, or manufactured in the People s Republic of China with the use of forced labor.",0.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/103rd-congress/senate-bill/189?q=%7B%22search%22%3A%22A+bill+to+prohibit+the+entry+into+United+States+State+of+items+item+produced%2C+grown%2C+or+manufactured+in+People%E2%80%99s+People%27s+People+People%E2%80%98s+Republic+China+with+use+forced+labor.%22%7D&r=1&s=9,103_s.189,True,103_s.189,china|chinese|people's republic of china
103_s.194,s.194,103,"A bill to prohibit the entry into the United States of items produced, grown, or manufactured in the People s Republic of China with the use of forced labor.",0.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/103rd-congress/senate-bill/194?q=%7B%22search%22%3A%22A+bill+to+prohibit+the+entry+into+United+States+State+of+items+item+produced%2C+grown%2C+or+manufactured+in+People%E2%80%99s+People%27s+People+People%E2%80%98s+Republic+China+with+use+forced+labor.%22%7D&r=1&s=3,103_s.194,True,103_s.194,china|chinese|people's republic of china
103_s.2182,s.2182,103,National Defense Authorization Act for Fiscal Year 1995,0.0,1.0,1.0,,Unavailable,0,https://www.congress.gov/bill/103rd-congress/senate-bill/2182?q=%7B%22search%22%3A%22National+Defense+Authorization+Act+for+Fiscal+Year+1995%22%7D&s=5&r=1,103_s.2182,True,103_s.2182,china|people's republic of china
103_s.2208,s.2208,103,Department of Defense Authorization Act for Fiscal Year 1995,0.0,1.0,1.0,,Unavailable,0,https://www.congress.gov/bill/103rd-congress/senate-bill/2208?q=%7B%22search%22%3A%22Department+of+Defense+Authorization+Act+for+Fiscal+Year+1995%22%7D&s=6&r=1,103_s.2208,True,103_s.2208,china|people's republic of china
103_s.2211,s.2211,103,Omnibus National Defense Authorization Act for Fiscal Year 1995,0.0,1.0,1.0,,Unavailable,0,https://www.congress.gov/bill/103rd-congress/senate-bill/2211?q=%7B%22search%22%3A%22Omnibus+Omnibu+National+Defense+Authorization+Act+for+Fiscal+Year+1995%22%7D&s=8&r=1,103_s.2211,True,103_s.2211,china|people's republic of china
103_s.2216,s.2216,103,"A bill to state the sense of Congress on the production, possession, transfer, and use of anti-personnel landmines, to place a moratorium on United States production of anti-personnel landmines, and for other purposes.",54.0,1.0,1.0,,Unavailable,0,https://www.congress.gov/bill/103rd-congress/senate-bill/2216?q=%7B%22search%22%3A%22A+bill+to+state+the+sense+of+Congress+on+production%2C+possession%2C+transfer%2C+and+use+anti-personnel+landmines%2C+place+a+moratorium+United+States+State+production+for+other+purposes.%22%7D&s=10&r=1,103_s.2216,True,103_s.2216,china
103_s.2260,s.2260,103,United States-China Act of 1994,10.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/103rd-congress/senate-bill/2260?q=%7B%22search%22%3A%22United+States-China+Act+of+1994%22%7D&s=3&r=1,103_s.2260,True,103_s.2260,china|chinese|people's republic of china|people's liberation army
103_s.2554,s.2554,103,Special Envoy for Tibet Act of 1994,0.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/103rd-congress/senate-bill/2554?q=%7B%22search%22%3A%22Special+Envoy+for+Tibet+Act+of+1994%22%7D&s=5&r=1,103_s.2554,True,103_s.2554,china|chinese
103_s.659,s.659,103,"A bill to authorize the Board for International Broadcasting to support a ""Radio Free Asia""",19.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/103rd-congress/senate-bill/659?q=%7B%22search%22%3A%22%5C%22Radio+Free+Asia+Act%5C%22%22%7D&s=1&r=1,103_s.659,True,103_s.659,china
103_s.665,s.665,103,A bill to provide for special immigrant status for certain aliens working as journalists in Hong Kong.,0.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/103rd-congress/senate-bill/665?q=%7B%22search%22%3A%22A+bill+to+provide+for+special+immigrant+status+statu+certain+aliens+alien+working+as+a+journalists+journalist+in+Hong+Kong.%22%7D&s=6&r=1,103_s.665,True,103_s.665,china
103_s.806,s.806,103,United States-China Act of 1993,19.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/103rd-congress/senate-bill/806?q=%7B%22search%22%3A%22United+States-China+Act+of+1993%22%7D&s=8&r=1,103_s.806,True,103_s.806,china|chinese|people's republic of china
103_s.90,s.90,103,Trade Enforcement Act of 1993,0.0,1.0,1.0,,Unavailable,1,https://www.congress.gov/bill/103rd-congress/senate-bill/90?q=%7B%22search%22%3A%22Trade+Enforcement+Act+of+1993%22%7D&s=2&r=1,103_s.90,True,103_s.90,china|chinese
103_s.amdt.1273,s.amdt.1273,103,"Foreign Relations Authorization Act, Fiscal Years 1994 and 1995",1.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/103rd-congress/senate-amendment/1273?s=6&r=1381,,False,,
103_s.amdt.1290,s.amdt.1290,103,"Foreign Relations Authorization Act, Fiscal Years 1994 and 1995",3.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/103rd-congress/senate-amendment/1290?s=6&r=1364,,False,,
103_s.amdt.1291,s.amdt.1291,103,"Foreign Relations Authorization Act, Fiscal Years 1994 and 1995",0.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/103rd-congress/senate-amendment/1291,,False,,
103_s.amdt.1846,s.amdt.1846,103,National Defense Authorization Act for Fiscal Year 1995,12.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/103rd-congress/senate-amendment/1846?s=2&r=808,,False,,
103_s.amdt.2150,s.amdt.2150,103,National Defense Authorization Act for Fiscal Year 1995,2.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/103rd-congress/senate-amendment/2150?s=2&r=504,,False,,
103_s.amdt.2259,s.amdt.2259,103,"Foreign Operations, Export Financing, and Related Programs Appropriations Act, 1995",0.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/103rd-congress/senate-amendment/2259?s=2&r=395,,False,,
103_s.amdt.2265,s.amdt.2265,103,"Foreign Operations, Export Financing, and Related Programs Appropriations Act, 1995",0.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/103rd-congress/senate-amendment/2265?s=2&r=389,,False,,
103_s.amdt.2289,s.amdt.2289,103,"Foreign Operations, Export Financing, and Related Programs Appropriations Act, 1995",2.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/103rd-congress/senate-amendment/2289?s=2&r=365,,False,,
103_s.2294,s.2294,103,"Foreign Operations, Export Financing, and Related Programs Appropriations Act, 1995",7.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/103rd-congress/senate-amendment/2294?s=9&r=2294,103_s.2294,False,,
103_s.2363,s.2363,103," Departments of Commerce, Justice, and State, the Judiciary and Related Agencies Appropriations Act, 1995",0.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/103rd-congress/senate-amendment/2363?s=10&r=2363,103_s.2363,False,,
103_s.2375,s.2375,103,"Departments of Commerce, Justice, and State, the Judiciary and Related Agencies Appropriations Act, 1995",1.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/103rd-congress/senate-amendment/2375?s=10&r=2375,103_s.2375,False,,
103_s.2376,s.2376,103,"Departments of Commerce, Justice, and State, the Judiciary and Related Agencies Appropriations Act, 1995",2.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/103rd-congress/senate-amendment/2376?s=10&r=2376,103_s.2376,False,,
103_s.2462,s.2462,103,"Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 1995",3.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/103rd-congress/senate-amendment/2462?s=10&r=2462,103_s.2462,False,,
103_s.2491,s.2491,103,"Department of Defense Appropriations Act, 1995",3.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/amendment/103rd-congress/senate-amendment/2491?s=10&r=2491,103_s.2491,False,,
103_s.con.res.25,s.con.res.25,103,A concurrent resolution expressing the sense of the Congress that China should purchase a majority of its imported wheat from the United States in order to reduce the trade imbalance between China and the United States.,2.0,0.0,1.0,,Unavailable,1,https://www.congress.gov/bill/103rd-congress/senate-concurrent-resolution/25?s=3&r=56,103_s.con.res.25,True,103_s.con.res.25,china
103_s.117,s.117,103,A resolution to express the sense of the Senate that the Olympics in the year 2000 should not be held in Beijing or elsewhere in the People's Republic of China.,3.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/103rd-congress/senate-resolution/117?s=2&r=117,103_s.117,False,,
103_s.124,s.124,103,A resolution expressing the sense of the Senate that the Olympic Summer Games in the year 2000 should not be held in Beijing or elsewhere in the People's Republic of China.,4.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/103rd-congress/senate-resolution/124?s=2&r=124,103_s.124,False,,
103_s.148,s.148,103,"A resolution expressing the sense of the Senate that the United Nations should be encouraged to permit representatives of Taiwan to participate fully in its activities, and for other purposes.",42.0,0.0,0.0,,Unavailable,1,https://www.congress.gov/bill/103rd-congress/senate-resolution/148?s=2&r=148,103_s.148,False,,
